CONFIDENCE LEVEL DEFINITIONS,,,,,,,,,
Operations & Admin,Payment Processing (Stripe - Web),Variable,Ongoing,All, 2.9% + $0.30 , N/A ,#VALUE!,Medium,Implemented but not primary (IAP-first). For FEAT-38 (web subscriptions). Plus international card fees. Future feature.
Operations & Admin,Business Banking,Fixed,Ongoing,All, $30-50 , $360-600 ,#VALUE!,Critical,Business checking account monthly fees. Required for business operation.
Operations & Admin,Bookkeeping Software,Fixed,Ongoing,All, $20-50 , $240-600 ,#VALUE!,Critical,"QuickBooks Online, Xero, or Wave. Essential for financial management."
Operations & Admin,Business Insurance (General Liability),Fixed,Ongoing,All, $150-300 , $1800-3600 ,#VALUE!,High,"General business insurance, professional liability, errors & omissions coverage. Annual premiums. Advisable for mental health app."
Operations & Admin,Directors & Officers Insurance (D&O),Fixed,Ongoing,All, $150-250 , $1800-3000 ,#VALUE!,Medium,Liability protection for business decisions. Annual premiums. Important but can defer to revenue.
Operations & Admin,Employment Practices Liability (EPL),Fixed,Ongoing,All, $50-100 , $600-1200 ,#VALUE!,Low,Only needed when hiring employees. Annual premiums. Not relevant to solo dev model.
Operations & Admin,Software Subscriptions (Core),Fixed,Ongoing,All, $50-150 , $600-1800 ,#VALUE!,Critical,"Microsoft 365 Business Standard (email, productivity), Notion (project management). Currently in use."
Operations & Admin,Software Subscriptions (Variable),Variable,Ongoing,All, $0-100 , $0-1200 ,#VALUE!,Medium,"Additional tools as needs scale. Analytics, monitoring, development tools. Growth-dependent."
Operations & Admin,Corporate Filings & Compliance,Fixed,Ongoing,All, $17-83 , $200-1000 ,#VALUE!,Critical,"LLC annual reports, business licenses, registered agent fees. Legal requirement."
Operations & Admin,Apple Developer Program,Fixed,Ongoing,All, $8.25 , $99.00 , $99.00 ,Critical,"Annual $99 fee. Required for App Store distribution, Sign in with Apple, TestFlight. Cannot launch without this."
Operations & Admin,Google Play Console,Fixed,One-time,All, $-   , $25.00 , $25.00 ,Critical,One-time $25 fee. Required for Play Store distribution. Cannot launch Android without this.
Operations & Admin,Phone/Communication,Fixed,Ongoing,All, $50-100 , $600-1200 ,#VALUE!,Medium,"Business phone, VoIP service, communication tools. Professional but can use personal initially."
Operations & Admin,Cloud Storage/Backup,Fixed,Ongoing,All, $50-100 , $600-1200 ,#VALUE!,High,"Google Workspace, Dropbox Business, or similar for business file storage. Data protection important."
Operations & Admin,Password Management,Fixed,Ongoing,All, $10-20 , $120-240 ,#VALUE!,Critical,"1Password Business, LastPass Business. Essential security tool. Currently needed."
Operations & Admin,VPN/Security Tools,Fixed,Ongoing,All, $20-50 , $240-600 ,#VALUE!,Medium,"NordVPN Teams, ExpressVPN Business for secure development. Good practice but not immediate."
Operations & Admin,Miscellaneous Operational Expenses,Variable,Ongoing,All, $100-200 , $1200-2400 ,#VALUE!,Medium,"Supplies, software licenses, unexpected operational costs. Buffer category."
Operations & Admin,Contingency (Fixed),Fixed,Ongoing,All, 10-15% of fixed , N/A ,#VALUE!,High,"Buffer for unexpected costs, infrastructure failures, emergency fixes. Prudent financial planning."
Operations & Admin,Contingency (Variable),Variable,Ongoing,All, 10-15% of variable , N/A ,#VALUE!,High,"Buffer for variable cost spikes, seasonal fluctuations, growth surges. Prudent financial planning."
Future Features,Web Application (FEAT-38) - Hosting,Fixed,Ongoing,All, $15-65 , $180-780 ,#VALUE!,Medium,Vercel free + SendGrid free ($0-27/mo pre-revenue) OR Vercel Pro $20 + SendGrid $15 + domain ($40-65/mo post-revenue). For web subscriptions via Stripe. Priority Score: 0 (low urgency).
Future Features,Web Application (FEAT-38) - Development,Fixed,One-time,All, $-   , $-   , $-   ,Medium,XXL effort (8+ weeks solo dev time). Your time = $0. Priority Score: 0 (low urgency). Defer until revenue justifies. One-time development project.
Future Features,SQLite Migration (INFRA-37),Fixed,One-time,All, $-   , $-   , $-   ,High,Large effort (3-5 weeks solo dev time). NO additional tooling costs. Priority Score: 15.6 (HIGH). Enables all analytics features. Plan for 6-12 months. One-time migration project.
Future Features,Advanced Account Features (FEAT-16),Fixed,One-time,All, $0-5 , $0-60 ,#VALUE!,High,Email/password auth via Supabase Auth (FREE). Email delivery $0 (free tier 30K emails/mo) to $5/mo overage. XXL effort (8+ weeks). Blocks 3 features. Priority 2.5. Plan for 6-12 months. One-time development with potential ongoing email costs.
Future Features,Classical Resources Library (FEAT-54),Fixed,One-time,All, $0-500 , $0-6000 ,#VALUE!,Medium,Public domain texts (FREE). Optional audio narration $100-500. Medium effort (2-3 weeks). Priority 10.4. Content enhancement. One-time curation.
Future Features,Domain-Specific Guidance (FEAT-55),Fixed,One-time,All, $0-167 , $0-2000 ,#VALUE!,Medium,Solo content development (FREE). Optional Stoic philosophy expert review $1000-2000. XL effort (5-8 weeks). Priority 3.0. Content enhancement. One-time development.
Future Features,Progress Measurement Dashboard (FEAT-56),Fixed,One-time,All, $-   , $-   , $-   ,Medium,Development time only. No additional infrastructure. Large effort. Priority 4.7. Feature enhancement. One-time development.
Design & UX,Design Tools (Figma),Fixed,Ongoing,All, $0-15 , $0-180 ,#VALUE!,Medium,"Figma Free (sufficient for solo) or Professional $15/editor/mo for unlimited files, advanced features. Can start free."
Design & UX,Icon & Asset Libraries,Fixed,Ongoing,All, $0-10 , $0-120 ,#VALUE!,Low,"Noun Project, IconScout. Optional for polish. React Native Vector Icons (FREE) sufficient."
Design & UX,LottieFiles (Animation Tools),Fixed,Ongoing,All, $0-35 , $0-420 ,#VALUE!,High,"Free tier or Creator $35/mo. Needed for roadmap P1-P2 features (breathing timer, badges). Plan for implementation phase."
Design & UX,App Store Assets (Initial),Fixed,One-time,All, $-   , $400-1000 , $400-1000 ,Critical,App icon ($100-500) + screenshots ($200-800) for iOS + Android. Consider DIY with Figma to reduce to $0. Launch requirement. One-time design.
Design & UX,App Store Assets (Updates),Variable,Ongoing,All, $17-50 , $200-600 ,#VALUE!,High,Updates per major release (2-4×/year). $100-300 per update. Quality maintenance.
Design & UX,App Preview Video (Optional),Fixed,One-time,All, $-   , $500-1000 , $500-1000 ,Medium,Optional but high ROI for App Store conversion. Can defer to post-launch. One-time production.
Design & UX,Brand Identity (Initial),Fixed,One-time,All, $-   , $500-1000 , $500-1000 ,High,"Freelancer for logo suite, color palette, typography, basic brand guidelines for Stoic Mindfulness positioning. Phase 2 refinement $2K-5K optional. Important for launch quality. One-time branding work."
Testing & QA,Device Testing (Physical Devices),Fixed,One-time,All, $-   , $1500-2000 , $1500-2000 ,High,One-time purchase: 2 iOS devices (current + 1-2 gen old) + 2 Android devices (mid-range + budget). Minimum for iOS/Android QA. Refresh $500-1000 every 2-3 years. Can use cloud alternative.
Testing & QA,Device Testing (Cloud Alternative),Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Expo Device Cloud INCLUDED in EAS Build Production plan ($99/mo already budgeted). Access to 100+ real devices. Currently available.
Testing & QA,TestFlight & Beta Testing,Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Apple TestFlight FREE. Google Play Internal Testing FREE. For beta users and QA. Continuous testing capability. Launch requirement.
Testing & QA,Automated Testing Infrastructure (GitHub Actions),Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,"Included in GitHub Actions line items above. Full test suite, clinical accuracy, crisis detection, performance, security. Currently implemented."
Testing & QA,Accessibility Testing Tools,Fixed,Ongoing,All, $-   , $-   , $-   ,Medium,"Some free (React Native Accessibility), some paid. WCAG AA compliance testing. Quality enhancement."
Testing & QA,User Research Tools,Fixed,Ongoing,5K+ users, $99.00 ," $1,188.00 "," $1,188.00 ",Medium,Maze or UserTesting.com. Post-launch product validation. Recommended at 5K+ users. Growth-dependent.
Team & Contractors,Solo Developer + AI-Assisted,Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,PRIMARY MODEL. Single developer (you) with AI coding assistance. Your time = $0 in model. Core operating model.
Team & Contractors,Part-time Developer,Variable,Ongoing,10K+ users, $-   , $-   , $-   ,Low,"Future if specific expertise needed (advanced animations, native modules). $50-150/hr. Trigger: 25K users or critical need. Unlikely."
Team & Contractors,Part-time Designer,Variable,Ongoing,All, $-   , $-   , $-   ,Low,"Future for specialized design work (app redesign, marketing materials). $50-100/hr. Can DIY with AI tools."
Team & Contractors,Part-time Product Manager,Variable,Ongoing,50K+ users, $-   , $-   , $-   ,Low,"Future if product complexity increases. User research, roadmap, feature prioritization. $75-150/hr. Trigger: 50K users. Very unlikely."
Professional Development,Technical Training/Courses,Fixed,Ongoing,All, $0-17 , $0-200 ,#VALUE!,Medium,"Udemy, Pluralsight, conferences. Stay current with React Native, Expo, security best practices. Professional growth."
Professional Development,Apple WWDC Conference,Fixed,Ongoing,All, $-   , $0-1599 , $0-1599 ,Low,Apple developer conference. Annual event. $1599 ticket. Virtual attendance FREE. Nice-to-have networking.
Professional Development,Mental Health/Philosophy Conferences,Fixed,Ongoing,All, $-   , $2000-5000 , $2000-5000 ,Low,"Stoic Week, mental health conferences for networking and learning. Annual events. Travel + registration. Optional networking."
Professional Development,Stoic Philosophy Resources,Fixed,Ongoing,All, $4-8 , $50-100 ,#VALUE!,Medium,"Books, academic journals, online courses on Stoicism. Content quality enhancement."
Business Development,Networking Events,Variable,Ongoing,All, $17-42 , $200-500 ,#VALUE!,Low,"Local tech/startup meetups, mental health networking. Post-revenue. Optional."
Business Development,Industry Memberships,Fixed,Ongoing,All, $8-25 , $100-300 ,#VALUE!,Low,"Mental Health America, philosophy associations, app developer groups. Annual memberships. Post-revenue. Optional."
Business Development,Partnership Development,Variable,Ongoing,All, $17-42 , $200-500 ,#VALUE!,Low,"Outreach to Stoic organizations, wellness partnerships. Post-revenue. Optional."
Business Development,Advisory Board Compensation,Variable,Ongoing,All, $0-83 , $0-1000 ,#VALUE!,Low,Initially equity. Cash compensation at scale. Optional.
