CONFIDENCE LEVEL DEFINITIONS,,,,,,,,,,
Philosophical/Clinical Content,Content Development (Stoic Practices),Fixed,One-time,All, $-   , $-   , $-   ,Critical,"Solo developer + philosopher agent validation for 5 core principles, 4 developmental stages. Your time = $0 in model. Initial core product content development.",
Philosophical/Clinical Content,Developmental Stage Assessment Tools,Fixed,One-time,All, $-   , $-   , $-   ,Critical,11 development markers for tracking user progress through 4 stages. Critical for personalization. Initial development time (your time).,
Philosophical/Clinical Content,Crisis Protocols (PHQ-9/GAD-7),Fixed,One-time,All, $-   , $-   , $-   ,Critical,"CRITICAL. Initial implementation of crisis detection thresholds (PHQ‚â•15, PHQ‚â•20, GAD‚â•15) and 988 integration. Development/setup time (your time). Always free to user, always available. No external costs.",
Philosophical/Clinical Content,Clinical Assessment Validation,Fixed,One-time,All, $-   , $-   , $-   ,Critical,"PHQ-9/GAD-7 implementation accuracy validation (100% required), crisis threshold verification. Automated testing covers this. Launch requirement.",
Philosophical/Clinical Content,Crisis Protocol Updates,Variable,Ongoing,All, $-   , $-   , $-   ,High,Updates to crisis detection algorithms and safety protocols as clinical standards evolve. Your time. Quality maintenance.,
Philosophical/Clinical Content,Philosophical Advisor (Stoic Mindfulness),Fixed,Ongoing,All, $-   , $500.00 , $500.00 ,Low,"Periodic consultation (quarterly/bi-annually) pluls major content updates for classical source interpretation, framework integrity validation, prevents pop-philosophy dilution. NOT continuous FTE.",
Philosophical/Clinical Content,Content Updates (New Practices/Modules),Fixed,Ongoing,All, $-   , $-   , $-   ,Medium,"Supports user progression through developmental stages (Fragmented, Effortful, Fluid ‚ Integrated). Ongoing content evolution. Essential, not optional.",
Philosophical/Clinical Content,Neuroscience Integration Updates,Variable,Ongoing,All, $-   , $-   , $-   ,Medium,"Updates to neuroscience justification (DMN, attention networks) as research evolves. Maintains scientific credibility but timing flexible.",
Philosophical/Clinical Content,Premeditatio Malorum Safety Validation,Fixed,One-time,All, $-   , $400.00 , $400.00 ,Medium,Clinical safety review by licensed mental health professional (LMFT/psychologist) to assess psychological risk of negative visualization practices for vulnerable users (GAD≥15). Deliverable: Written safety assessment with recommendations. Legal review included in Pre-Launch Legal Package (separate row). Philosophical validation handled internally via classical texts + AI.,Y
Professional Development,Mental Health/Philosophy Conferences,Fixed,Ongoing,All, $-   ," $2,000.00 "," $2,000.00 ",Low,"Stoic Week, mental health conferences for networking and learning. Annual events. Travel + registration. Optional networking.",
Professional Development,Stoic Philosophy Resources,Fixed,Ongoing,All, $-   , $100.00 , $100.00 ,Medium,"Books, academic journals, online courses on Stoicism. Content quality enhancement.",
Team & Contractors,Solo Developer + AI-Assisted,Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,PRIMARY MODEL. Single developer (you) with AI coding assistance. Your time = $0 in model. Core operating model.,
Team & Contractors,Part-time Developer,Variable,Ongoing,10K+ users, $-   , $-   , $-   ,Low,"Future if specific expertise needed (advanced animations, native modules). $50-150/hr. Trigger: 25K users or critical need. Unlikely.",
Team & Contractors,Part-time Designer,Variable,Ongoing,All, $-   , $-   , $-   ,Low,"Future for specialized design work (app redesign, marketing materials). $50-100/hr. Can DIY with AI tools.",
Team & Contractors,Part-time Product Manager,Variable,Ongoing,50K+ users, $-   , $-   , $-   ,Low,"Future if product complexity increases. User research, roadmap, feature prioritization. $75-150/hr. Trigger: 50K users. Very unlikely.",
Technology Infrastructure,AI Coding Assistant (Cursor/Claude),Fixed,Ongoing,All, $100.00 , $-   ," $1,200.00 ",Critical,PRIMARY development tool for single developer + AI-assisted model. Currently in use. Essential for productivity.,
Technology Infrastructure,Expo EAS Build (Production Plan),Fixed,Ongoing,All, $99.00 , $-   ," $1,188.00 ",Critical,Required for production deployment. Includes unlimited builds + EAS Update (OTA). No separate OTA cost.,
Technology Infrastructure,Supabase Database & Storage,Fixed,Ongoing,All, $0-599 , $-   ,$300 ,Critical,"Milestone-based database hosting (mutually exclusive tiers): Free tier ($0) - 500MB DB + 2GB bandwidth/mo, supports 10K users/300 DAU with offline-first design; Pro tier ($25/mo, $300/yr) - 8GB DB + 50GB bandwidth + 2M edge functions, for 10K-100K users; Team tier ($599/mo, $7,188/yr) - only if BAA required (architecture pivot) or  >100GB bandwidth, unlikely with privacy-first design. Upgrade only when exceeding free tier limits.",
Technology Infrastructure,GitHub (Version Control),Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Currently in use. Free for single developer. Upgrade to Team ($4/user/mo) only when hiring.,
Technology Infrastructure,GitHub Actions (CI/CD ),Fixed,Ongoing,All, $0-12 , $-   ,$0 ,Critical,"Milestone-based CI/CD (mutually exclusive tiers): Free tier ($0) - 2,000 minutes/mo, sufficient for 100 commits/mo and 0-5K users; Paid tier ($12/mo, $144/yr) - when exceeding 2,000 min/mo (200 commits/mo), for 5K-50K users. Alternative: self-hosted runners on $5/mo VPS. Includes all test automation. Currently on free tier.",
Technology Infrastructure,Development Tools (TypeScript/Node/Jest),Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,"Currently in use. All free/open-source tools. Includes VS Code extensions, Prettier, ESLint.",
Technology Infrastructure,SSL & Security Certificates,Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Included with Expo + Supabase. Required for app operation. Apple Developer Program includes certificates.,
Technology Infrastructure,Error Monitoring (Sentry),Fixed,Ongoing,All, $0-99 , $-   ,$348 ,High,"Milestone-based error monitoring (mutually exclusive tiers): Free tier ($0) - 5K events/mo, sufficient for 0-1K users; Team tier ($29/mo, $348/yr) - 50K events/mo, for 1K-10K users; Business tier ($99/mo, $1,188/yr) - 500K events/mo, for 10K-100K users. Implement at 500-1K users for production stability. 2025 pricing. Upgrade only when exceeding current tier limits.",
Technology Infrastructure,Domain Name (.app or .com),Fixed,Ongoing,All, $-   , $35.00 , $35.00 ,Medium,Required for FEAT-38 (web subscriptions) and professional email. Annual renewal. Can defer until web feature.,
Testing & QA,Device Testing (Cloud),Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Expo Device Cloud INCLUDED in EAS Build Production plan ($99/mo already budgeted). Access to 100+ real devices. Currently available.,
Testing & QA,TestFlight & Beta Testing,Fixed,Ongoing,All, $-   , $-   , $-   ,Critical,Apple TestFlight FREE. Google Play Internal Testing FREE. For beta users and QA. Continuous testing capability. Launch requirement.,
Testing & QA,Accessibility Testing Tools,Fixed,Ongoing,All, $-   , $-   , $-   ,Medium,"Some free (React Native Accessibility), some paid. WCAG AA compliance testing. Quality enhancement.",
Testing & QA,User Research Tools,Fixed,Ongoing,5K+ users, $0-99 ," $1,188.00 ", $500.00 ,Medium,"Maze or UserTesting.com. Post-launch product validation. Recommended at 5K+ users. Growth-dependent. | AI-augmented user research: Start with AI analysis of App Store reviews, support tickets, and free survey tools (Typeform free, Google Forms) + AI synthesis - $0. Scale to Maze/UserTesting ($99/mo) for structured usability testing at 10K+ users. AI can analyze qualitative feedback, identify patterns, and summarize insights. Growth-dependent.",
